PERCENTAGE OF VISITS FOR INFLUENZA-LIKE-ILLNESS REPORTED BY SENTINEL PROVIDERS
REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Virginia,2012,1,X,1.79988,X,X,X,X,X,X,1264,94,70227
States,Washington,2012,1,X,0.922381,X,X,X,X,X,X,53,17,5746
States,West Virginia,2012,1,X,0.627296,X,X,X,X,X,X,70,43,11159
States,Wisconsin,2012,1,X,0.970874,X,X,X,X,X,X,27,38,2781
States,Wyoming,2012,1,X,0.723787,X,X,X,X,X,X,37,27,5112
States,Virgin Islands,2012,1,0,0,X,X,X,X,X,X,0,0,0
States,New York City,2012,1,X,2.47646,X,X,X,X,X,X,2525,95,101960
States,Alabama,2012,2,X,4.90335,X,X,X,X,X,X,449,26,9157
States,Alaska,2012,2,X,0.507042,X,X,X,X,X,X,9,6,1775
States,Arizona,2012,2,X,1.01845,X,X,X,X,X,X,207,37,20325
States,Arkansas,2012,2,X,1.83187,X,X,X,X,X,X,90,21,4913
States,California,2012,2,X,2.94298,X,X,X,X,X,X,958,124,32552
States,Colorado,2012,2,X,0.712891,X,X,X,X,X,X,157,11,22023
States,Connecticut,2012,2,X,0.293974,X,X,X,X,X,X,6,15,2041
States,Delaware,2012,2,X,0.313808,X,X,X,X,X,X,12,12,3824
States,District of Columbia,2012,2,X,3.88206,X,X,X,X,X,X,79,2,2035
States,Florida,2012,2,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2012,2,X,1.68191,X,X,X,X,X,X,550,54,32701
States,Hawaii,2012,2,X,0.893751,X,X,X,X,X,X,125,23,13986
States,Idaho,2012,2,X,1.5286,X,X,X,X,X,X,62,8,4056
States,Illinois,2012,2,X,1.86664,X,X,X,X,X,X,830,89,44465
States,Indiana,2012,2,X,1.11591,X,X,X,X,X,X,106,42,9499
States,Iowa,2012,2,X,0.626781,X,X,X,X,X,X,33,13,5265
States,Kansas,2012,2,X,0.957391,X,X,X,X,X,X,91,43,9505
States,Kentucky,2012,2,X,0.378889,X,X,X,X,X,X,71,17,18739
States,Louisiana,2012,2,X,2.41556,X,X,X,X,X,X,226,22,9356
States,Maine,2012,2,X,0.535386,X,X,X,X,X,X,32,31,5977
States,Maryland,2012,2,X,1.89331,X,X,X,X,X,X,170,16,8979
States,Massachusetts,2012,2,X,1.1987,X,X,X,X,X,X,333,50,27780
States,Michigan,2012,2,X,0.630453,X,X,X,X,X,X,99,55,15703
States,Minnesota,2012,2,X,1.66667,X,X,X,X,X,X,64,15,3840
States,Mississippi,2012,2,X,3.46842,X,X,X,X,X,X,576,41,16607
States,Missouri,2012,2,X,1.74426,X,X,X,X,X,X,136,31,7797
States,Montana,2012,2,X,0.201918,X,X,X,X,X,X,4,7,1981
States,Nebraska,2012,2,X,2.99539,X,X,X,X,X,X,104,17,3472
States,Nevada,2012,2,X,0.806064,X,X,X,X,X,X,67,30,8312
States,New Hampshire,2012,2,X,0.140788,X,X,X,X,X,X,7,32,4972
States,New Jersey,2012,2,X,0.575402,X,X,X,X,X,X,24,19,4171
States,New Mexico,2012,2,X,2.28729,X,X,X,X,X,X,182,25,7957
States,New York,2012,2,X,0.719363,X,X,X,X,X,X,84,100,11677
States,North Carolina,2012,2,X,0.889533,X,X,X,X,X,X,184,67,20685
States,North Dakota,2012,2,X,0.424528,X,X,X,X,X,X,18,15,4240
States,Ohio,2012,2,X,0.809468,X,X,X,X,X,X,132,50,16307
States,Oklahoma,2012,2,X,1.22227,X,X,X,X,X,X,27,16,2209
States,Oregon,2012,2,X,0.716662,X,X,X,X,X,X,28,20,3907
States,Pennsylvania,2012,2,X,1.50271,X,X,X,X,X,X,205,57,13642
States,Rhode Island,2012,2,X,0.0913075,X,X,X,X,X,X,5,20,5476
States,South Carolina,2012,2,X,0.403866,X,X,X,X,X,X,28,18,6933
States,South Dakota,2012,2,X,1.13681,X,X,X,X,X,X,58,19,5102
States,Tennessee,2012,2,X,0.732759,X,X,X,X,X,X,85,51,11600
States,Texas,2012,2,X,2.1558,X,X,X,X,X,X,859,72,39846
States,Utah,2012,2,X,2.37303,X,X,X,X,X,X,428,43,18036
States,Vermont,2012,2,X,2.66864,X,X,X,X,X,X,72,10,2698
States,Virginia,2012,2,X,1.39757,X,X,X,X,X,X,946,92,67689
States,Washington,2012,2,X,0.587215,X,X,X,X,X,X,44,17,7493
States,West Virginia,2012,2,X,0.722047,X,X,X,X,X,X,101,41,13988
States,Wisconsin,2012,2,X,0.733098,X,X,X,X,X,X,27,38,3683
States,Wyoming,2012,2,X,0.582169,X,X,X,X,X,X,35,29,6012
States,Virgin Islands,2012,2,0,0,X,X,X,X,X,X,0,0,0
States,New York City,2012,2,X,2.00634,X,X,X,X,X,X,2032,93,101279
States,Alabama,2012,3,X,5.7911,X,X,X,X,X,X,545,27,9411
States,Alaska,2012,3,X,0.763775,X,X,X,X,X,X,14,7,1833
States,Arizona,2012,3,X,1.09919,X,X,X,X,X,X,212,37,19287
States,Arkansas,2012,3,X,1.84231,X,X,X,X,X,X,93,21,5048
States,California,2012,3,X,2.73705,X,X,X,X,X,X,855,125,31238
States,Colorado,2012,3,X,0.727438,X,X,X,X,X,X,160,11,21995
States,Connecticut,2012,3,X,0.440658,X,X,X,X,X,X,15,15,3404
States,Delaware,2012,3,X,0.224143,X,X,X,X,X,X,7,11,3123
States,District of Columbia,2012,3,X,3.56537,X,X,X,X,X,X,63,2,1767
States,Florida,2012,3,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2012,3,X,1.92474,X,X,X,X,X,X,622,54,32316
States,Hawaii,2012,3,X,1.27564,X,X,X,X,X,X,148,22,11602
States,Idaho,2012,3,X,1.75866,X,X,X,X,X,X,65,9,3696
States,Illinois,2012,3,X,2.08198,X,X,X,X,X,X,867,87,41643
States,Indiana,2012,3,X,0.972222,X,X,X,X,X,X,91,41,9360
States,Iowa,2012,3,X,0.771257,X,X,X,X,X,X,41,14,5316
States,Kansas,2012,3,X,1.2701,X,X,X,X,X,X,109,42,8582
States,Kentucky,2012,3,X,0.256983,X,X,X,X,X,X,46,17,17900
States,Louisiana,2012,3,X,2.63129,X,X,X,X,X,X,238,21,9045
States,Maine,2012,3,X,0.324398,X,X,X,X,X,X,19,29,5857
States,Maryland,2012,3,X,2.18625,X,X,X,X,X,X,181,16,8279
States,Massachusetts,2012,3,X,1.26084,X,X,X,X,X,X,314,50,24904
States,Michigan,2012,3,X,0.679524,X,X,X,X,X,X,105,55,15452
States,Minnesota,2012,3,X,1.16015,X,X,X,X,X,X,46,14,3965
States,Mississippi,2012,3,X,3.05138,X,X,X,X,X,X,443,39,14518
States,Missouri,2012,3,X,1.62369,X,X,X,X,X,X,136,31,8376
States,Montana,2012,3,X,0.180397,X,X,X,X,X,X,3,7,1663
States,Nebraska,2012,3,X,3.42776,X,X,X,X,X,X,121,16,3530
States,Nevada,2012,3,X,0.830691,X,X,X,X,X,X,131,33,15770
States,New Hampshire,2012,3,X,0.263371,X,X,X,X,X,X,13,32,4936
States,New Jersey,2012,3,X,0.785512,X,X,X,X,X,X,36,18,4583
States,New Mexico,2012,3,X,2.08926,X,X,X,X,X,X,169,26,8089
States,New York,2012,3,X,0.6694,X,X,X,X,X,X,80,102,11951
States,North Carolina,2012,3,X,1.01225,X,X,X,X,X,X,195,69,19264
States,North Dakota,2012,3,X,0.649819,X,X,X,X,X,X,27,15,4155
States,Ohio,2012,3,X,0.710344,X,X,X,X,X,X,112,55,15767
States,Oklahoma,2012,3,X,1.18125,X,X,X,X,X,X,32,17,2709
States,Oregon,2012,3,X,1.2901,X,X,X,X,X,X,37,16,2868
States,Pennsylvania,2012,3,X,1.36725,X,X,X,X,X,X,201,58,14701
States,Rhode Island,2012,3,X,0.182002,X,X,X,X,X,X,9,20,4945
States,South Carolina,2012,3,X,0.78455,X,X,X,X,X,X,52,18,6628
States,South Dakota,2012,3,X,1.46238,X,X,X,X,X,X,76,19,5197
States,Tennessee,2012,3,X,1.12704,X,X,X,X,X,X,125,53,11091
States,Texas,2012,3,X,2.30727,X,X,X,X,X,X,923,70,40004
States,Utah,2012,3,X,2.31099,X,X,X,X,X,X,372,44,16097
States,Vermont,2012,3,X,2.09581,X,X,X,X,X,X,63,11,3006
States,Virginia,2012,3,X,1.66761,X,X,X,X,X,X,1117,94,66982
States,Washington,2012,3,X,0.965825,X,X,X,X,X,X,39,19,4038
States,West Virginia,2012,3,X,0.605288,X,X,X,X,X,X,76,42,12556
States,Wisconsin,2012,3,X,1.22105,X,X,X,X,X,X,29,34,2375
States,Wyoming,2012,3,X,0.763775,X,X,X,X,X,X,42,28,5499
States,Virgin Islands,2012,3,0,0,X,X,X,X,X,X,0,0,0
States,New York City,2012,3,X,2.17501,X,X,X,X,X,X,2105,92,96781
States,Alabama,2012,4,X,6.26227,X,X,X,X,X,X,606,27,9677
States,Alaska,2012,4,X,1.49653,X,X,X,X,X,X,28,7,1871
States,Arizona,2012,4,X,1.03044,X,X,X,X,X,X,216,36,20962
States,Arkansas,2012,4,X,2.12689,X,X,X,X,X,X,118,21,5548
States,California,2012,4,X,3.53247,X,X,X,X,X,X,1224,126,34650
States,Colorado,2012,4,X,1.02699,X,X,X,X,X,X,231,11,22493
States,Connecticut,2012,4,X,0.474934,X,X,X,X,X,X,18,12,3790
States,Delaware,2012,4,X,0.263366,X,X,X,X,X,X,10,12,3797
States,District of Columbia,2012,4,X,3.98374,X,X,X,X,X,X,98,2,2460
States,Florida,2012,4,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2012,4,X,1.8684,X,X,X,X,X,X,642,52,34361
States,Hawaii,2012,4,X,1.01896,X,X,X,X,X,X,144,22,14132
States,Idaho,2012,4,X,2.00946,X,X,X,X,X,X,85,9,4230
States,Illinois,2012,4,X,2.06257,X,X,X,X,X,X,948,86,45962
States,Indiana,2012,4,X,1.29289,X,X,X,X,X,X,133,42,10287
States,Iowa,2012,4,X,0.821391,X,X,X,X,X,X,47,14,5722
States,Kansas,2012,4,X,1.07136,X,X,X,X,X,X,112,44,10454
States,Kentucky,2012,4,X,0.492532,X,X,X,X,X,X,92,17,18679
States,Louisiana,2012,4,X,2.13152,X,X,X,X,X,X,270,21,12667
States,Maine,2012,4,X,0.538993,X,X,X,X,X,X,32,29,5937
States,Maryland,2012,4,X,2.04349,X,X,X,X,X,X,203,16,9934
States,Massachusetts,2012,4,X,1.18723,X,X,X,X,X,X,353,52,29733
States,Michigan,2012,4,X,0.759094,X,X,X,X,X,X,125,55,16467
States,Minnesota,2012,4,X,1.48064,X,X,X,X,X,X,65,13,4390
States,Mississippi,2012,4,X,3.17245,X,X,X,X,X,X,514,39,16202
States,Missouri,2012,4,X,2.24756,X,X,X,X,X,X,203,31,9032
States,Montana,2012,4,X,0.171453,X,X,X,X,X,X,4,7,2333
States,Nebraska,2012,4,X,2.77476,X,X,X,X,X,X,102,17,3676
States,Nevada,2012,4,X,1.53987,X,X,X,X,X,X,135,29,8767
States,New Hampshire,2012,4,X,0.0986388,X,X,X,X,X,X,5,31,5069
States,New Jersey,2012,4,X,0.758214,X,X,X,X,X,X,45,19,5935
States,New Mexico,2012,4,X,2.54792,X,X,X,X,X,X,218,26,8556
States,New York,2012,4,X,0.509789,X,X,X,X,X,X,69,100,13535
States,North Carolina,2012,4,X,1.0445,X,X,X,X,X,X,215,66,20584
States,North Dakota,2012,4,X,0.939986,X,X,X,X,X,X,26,13,2766
States,Ohio,2012,4,X,0.621437,X,X,X,X,X,X,109,54,17540
States,Oklahoma,2012,4,X,3.34881,X,X,X,X,X,X,137,20,4091
States,Oregon,2012,4,X,1.39747,X,X,X,X,X,X,52,19,3721
States,Pennsylvania,2012,4,X,1.29824,X,X,X,X,X,X,217,57,16715
States,Rhode Island,2012,4,X,0.275482,X,X,X,X,X,X,18,20,6534
States,South Carolina,2012,4,X,0.716275,X,X,X,X,X,X,54,19,7539
States,South Dakota,2012,4,X,1.77074,X,X,X,X,X,X,95,19,5365
States,Tennessee,2012,4,X,1.19528,X,X,X,X,X,X,154,53,12884
States,Texas,2012,4,X,2.25494,X,X,X,X,X,X,899,72,39868
States,Utah,2012,4,X,2.20285,X,X,X,X,X,X,422,44,19157
States,Vermont,2012,4,X,1.97239,X,X,X,X,X,X,60,11,3042
States,Virginia,2012,4,X,1.47628,X,X,X,X,X,X,1034,94,70041
States,Washington,2012,4,X,0.605462,X,X,X,X,X,X,49,20,8093
States,West Virginia,2012,4,X,0.667241,X,X,X,X,X,X,93,42,13938
States,Wisconsin,2012,4,X,1.46199,X,X,X,X,X,X,55,37,3762
States,Wyoming,2012,4,X,0.814224,X,X,X,X,X,X,49,29,6018
States,Virgin Islands,2012,4,0,0,X,X,X,X,X,X,0,0,0
States,New York City,2012,4,X,2.09783,X,X,X,X,X,X,2041,90,97291
States,Alabama,2012,5,X,6.59096,X,X,X,X,X,X,650,27,9862
States,Alaska,2012,5,X,0.838415,X,X,X,X,X,X,11,6,1312
States,Arizona,2012,5,X,1.4499,X,X,X,X,X,X,303,37,20898
States,Arkansas,2012,5,X,1.37882,X,X,X,X,X,X,78,21,5657
States,California,2012,5,X,3.85357,X,X,X,X,X,X,1359,129,35266
States,Colorado,2012,5,X,1.00453,X,X,X,X,X,X,213,10,21204
States,Connecticut,2012,5,X,0.36129,X,X,X,X,X,X,14,12,3875
States,Delaware,2012,5,X,0.407166,X,X,X,X,X,X,15,11,3684
States,District of Columbia,2012,5,X,3.61897,X,X,X,X,X,X,87,2,2404
States,Florida,2012,5,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2012,5,X,2.10746,X,X,X,X,X,X,768,55,36442
States,Hawaii,2012,5,X,1.10465,X,X,X,X,X,X,150,22,13579
States,Idaho,2012,5,X,2.38663,X,X,X,X,X,X,100,10,4190
States,Illinois,2012,5,X,2.4577,X,X,X,X,X,X,1136,88,46222
States,Indiana,2012,5,X,1.38354,X,X,X,X,X,X,133,41,9613
States,Iowa,2012,5,X,0.914205,X,X,X,X,X,X,52,14,5688
States,Kansas,2012,5,X,1.52229,X,X,X,X,X,X,155,44,10182
States,Kentucky,2012,5,X,0.512597,X,X,X,X,X,X,94,17,18338
States,Louisiana,2012,5,X,2.05962,X,X,X,X,X,X,266,20,12915
States,Maine,2012,5,X,0.344488,X,X,X,X,X,X,21,29,6096
States,Maryland,2012,5,X,1.96292,X,X,X,X,X,X,180,16,9170
States,Massachusetts,2012,5,X,1.14915,X,X,X,X,X,X,338,52,29413
States,Michigan,2012,5,X,1.04344,X,X,X,X,X,X,135,48,12938
States,Minnesota,2012,5,X,1.65403,X,X,X,X,X,X,72,14,4353
States,Mississippi,2012,5,X,4.15225,X,X,X,X,X,X,660,41,15895
States,Missouri,2012,5,X,3.48837,X,X,X,X,X,X,312,31,8944
States,Montana,2012,5,X,0.247117,X,X,X,X,X,X,6,7,2428
States,Nebraska,2012,5,X,4.11413,X,X,X,X,X,X,124,15,3014
States,Nevada,2012,5,X,1.86857,X,X,X,X,X,X,149,29,7974
States,New Hampshire,2012,5,X,0.314465,X,X,X,X,X,X,17,31,5406
States,New Jersey,2012,5,X,0.807918,X,X,X,X,X,X,40,19,4951
States,New Mexico,2012,5,X,2.52296,X,X,X,X,X,X,217,26,8601
States,New York,2012,5,X,0.593152,X,X,X,X,X,X,88,106,14836
States,North Carolina,2012,5,X,1.05287,X,X,X,X,X,X,235,70,22320
States,North Dakota,2012,5,X,1.06092,X,X,X,X,X,X,31,13,2922
States,Ohio,2012,5,X,0.928986,X,X,X,X,X,X,149,49,16039
States,Oklahoma,2012,5,X,3.20573,X,X,X,X,X,X,103,17,3213
States,Oregon,2012,5,X,0.964467,X,X,X,X,X,X,38,20,3940
States,Pennsylvania,2012,5,X,1.33236,X,X,X,X,X,X,219,57,16437
States,Rhode Island,2012,5,X,0.295421,X,X,X,X,X,X,20,20,6770
States,South Carolina,2012,5,X,0.963082,X,X,X,X,X,X,60,18,6230
States,South Dakota,2012,5,X,2.31326,X,X,X,X,X,X,131,19,5663
States,Tennessee,2012,5,X,0.837799,X,X,X,X,X,X,111,53,13249
States,Texas,2012,5,X,2.52889,X,X,X,X,X,X,1046,70,41362
States,Utah,2012,5,X,2.78306,X,X,X,X,X,X,542,46,19475
States,Vermont,2012,5,X,1.82735,X,X,X,X,X,X,58,11,3174
States,Virginia,2012,5,X,1.68142,X,X,X,X,X,X,1128,91,67086
States,Washington,2012,5,X,1.15514,X,X,X,X,X,X,93,20,8051
States,West Virginia,2012,5,X,0.811204,X,X,X,X,X,X,117,42,14423
States,Wisconsin,2012,5,X,0.877646,X,X,X,X,X,X,34,36,3874
States,Wyoming,2012,5,X,1.16279,X,X,X,X,X,X,66,28,5676
States,Virgin Islands,2012,5,0,0,X,X,X,X,X,X,0,0,0
States,New York City,2012,5,X,2.07838,X,X,X,X,X,X,2030,91,97672
States,Alabama,2012,6,X,6.43108,X,X,X,X,X,X,697,28,10838
States,Alaska,2012,6,X,0.615822,X,X,X,X,X,X,13,7,2111
States,Arizona,2012,6,X,1.39264,X,X,X,X,X,X,273,31,19603
States,Arkansas,2012,6,X,2.49863,X,X,X,X,X,X,137,21,5483
States,California,2012,6,X,3.29788,X,X,X,X,X,X,1265,130,38358
States,Colorado,2012,6,X,1.05944,X,X,X,X,X,X,239,11,22559
States,Connecticut,2012,6,X,0.647723,X,X,X,X,X,X,31,19,4786
States,Delaware,2012,6,X,0.159702,X,X,X,X,X,X,6,11,3757
States,District of Columbia,2012,6,X,3.97065,X,X,X,X,X,X,92,2,2317
States,Florida,2012,6,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2012,6,X,2.00977,X,X,X,X,X,X,724,54,36024
States,Hawaii,2012,6,X,0.926658,X,X,X,X,X,X,129,23,13921
States,Idaho,2012,6,X,1.97495,X,X,X,X,X,X,82,10,4152
States,Illinois,2012,6,X,2.40434,X,X,X,X,X,X,989,85,41134
States,Indiana,2012,6,X,1.29026,X,X,X,X,X,X,125,40,9688
States,Iowa,2012,6,X,1.10231,X,X,X,X,X,X,64,14,5806
States,Kansas,2012,6,X,2.17739,X,X,X,X,X,X,218,42,10012
States,Kentucky,2012,6,X,0.476057,X,X,X,X,X,X,85,17,17855
States,Louisiana,2012,6,X,2.85781,X,X,X,X,X,X,365,22,12772
States,Maine,2012,6,X,0.406886,X,X,X,X,X,X,26,30,6390
States,Maryland,2012,6,X,2.63717,X,X,X,X,X,X,236,16,8949
States,Massachusetts,2012,6,X,1.11612,X,X,X,X,X,X,312,47,27954
States,Michigan,2012,6,X,0.763035,X,X,X,X,X,X,126,53,16513
States,Minnesota,2012,6,X,1.70083,X,X,X,X,X,X,78,14,4586
States,Mississippi,2012,6,X,4.07314,X,X,X,X,X,X,646,40,15860
States,Missouri,2012,6,X,3.79789,X,X,X,X,X,X,342,30,9005
States,Montana,2012,6,X,0.27933,X,X,X,X,X,X,7,7,2506
States,Nebraska,2012,6,X,3.47065,X,X,X,X,X,X,123,16,3544
States,Nevada,2012,6,X,2.58051,X,X,X,X,X,X,246,30,9533
States,New Hampshire,2012,6,X,0.256363,X,X,X,X,X,X,14,30,5461
States,New Jersey,2012,6,X,0.813166,X,X,X,X,X,X,42,19,5165
States,New Mexico,2012,6,X,2.16022,X,X,X,X,X,X,192,25,8888
States,New York,2012,6,X,0.508223,X,X,X,X,X,X,72,105,14167
States,North Carolina,2012,6,X,1.29012,X,X,X,X,X,X,293,69,22711
States,North Dakota,2012,6,X,1.37287,X,X,X,X,X,X,25,11,1821
States,Ohio,2012,6,X,0.87378,X,X,X,X,X,X,137,48,15679
States,Oklahoma,2012,6,X,3.14499,X,X,X,X,X,X,118,20,3752
States,Oregon,2012,6,X,1.10165,X,X,X,X,X,X,44,18,3994
States,Pennsylvania,2012,6,X,1.34819,X,X,X,X,X,X,236,55,17505
States,Rhode Island,2012,6,X,0.34155,X,X,X,X,X,X,23,20,6734
States,South Carolina,2012,6,X,0.630463,X,X,X,X,X,X,44,17,6979
States,South Dakota,2012,6,X,2.21764,X,X,X,X,X,X,129,19,5817
States,Tennessee,2012,6,X,1.21736,X,X,X,X,X,X,145,52,11911
States,Texas,2012,6,X,2.65401,X,X,X,X,X,X,1124,70,42351
States,Utah,2012,6,X,2.91572,X,X,X,X,X,X,566,44,19412
States,Vermont,2012,6,X,2.17941,X,X,X,X,X,X,69,11,3166
States,Virginia,2012,6,X,1.47935,X,X,X,X,X,X,1020,93,68949
States,Washington,2012,6,X,1.1169,X,X,X,X,X,X,90,19,8058
States,West Virginia,2012,6,X,0.586049,X,X,X,X,X,X,82,41,13992
States,Wisconsin,2012,6,X,1.1233,X,X,X,X,X,X,43,34,3828
States,Wyoming,2012,6,X,0.836343,X,X,X,X,X,X,44,27,5261
States,Virgin Islands,2012,6,0,0,X,X,X,X,X,X,0,0,0
States,New York City,2012,6,X,2.03964,X,X,X,X,X,X,2017,90,98890
States,Alabama,2012,7,X,6.75035,X,X,X,X,X,X,726,28,10755
States,Alaska,2012,7,X,0.360685,X,X,X,X,X,X,8,7,2218
States,Arizona,2012,7,X,1.91291,X,X,X,X,X,X,362,31,18924
States,Arkansas,2012,7,X,2.21891,X,X,X,X,X,X,119,21,5363
States,California,2012,7,X,3.57343,X,X,X,X,X,X,1278,130,35764
States,Colorado,2012,7,X,1.05263,X,X,X,X,X,X,243,11,23085
States,Connecticut,2012,7,X,0.980015,X,X,X,X,X,X,51,21,5204
States,Delaware,2012,7,X,0.370468,X,X,X,X,X,X,14,11,3779
States,District of Columbia,2012,7,X,4.63646,X,X,X,X,X,X,88,2,1898
States,Florida,2012,7,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2012,7,X,2.06283,X,X,X,X,X,X,740,56,35873
States,Hawaii,2012,7,X,1.09158,X,X,X,X,X,X,154,23,14108
States,Idaho,2012,7,X,3.41361,X,X,X,X,X,X,146,10,4277
States,Illinois,2012,7,X,2.92657,X,X,X,X,X,X,1361,88,46505
States,Indiana,2012,7,X,1.11044,X,X,X,X,X,X,110,40,9906
States,Iowa,2012,7,X,1.12788,X,X,X,X,X,X,68,13,6029
States,Kansas,2012,7,X,2.66038,X,X,X,X,X,X,265,43,9961
States,Kentucky,2012,7,X,0.708814,X,X,X,X,X,X,124,17,17494
States,Louisiana,2012,7,X,3.17863,X,X,X,X,X,X,376,22,11829
States,Maine,2012,7,X,0.478321,X,X,X,X,X,X,31,30,6481
States,Maryland,2012,7,X,2.76723,X,X,X,X,X,X,226,14,8167
States,Massachusetts,2012,7,X,1.13318,X,X,X,X,X,X,320,48,28239
States,Michigan,2012,7,X,1.03808,X,X,X,X,X,X,163,50,15702
States,Minnesota,2012,7,X,1.77976,X,X,X,X,X,X,80,14,4495
States,Mississippi,2012,7,X,3.86596,X,X,X,X,X,X,593,39,15339
States,Missouri,2012,7,X,4.36207,X,X,X,X,X,X,386,31,8849
States,Montana,2012,7,X,0.211238,X,X,X,X,X,X,5,7,2367
States,Nebraska,2012,7,X,3.28767,X,X,X,X,X,X,120,17,3650
States,Nevada,2012,7,X,1.6504,X,X,X,X,X,X,279,34,16905
States,New Hampshire,2012,7,X,0.149561,X,X,X,X,X,X,8,30,5349
States,New Jersey,2012,7,X,0.816933,X,X,X,X,X,X,44,19,5386
States,New Mexico,2012,7,X,2.63637,X,X,X,X,X,X,217,24,8231
States,New York,2012,7,X,0.586107,X,X,X,X,X,X,81,103,13820
States,North Carolina,2012,7,X,1.32649,X,X,X,X,X,X,292,68,22013
States,North Dakota,2012,7,X,1.11702,X,X,X,X,X,X,21,12,1880
States,Ohio,2012,7,X,0.830989,X,X,X,X,X,X,127,48,15283
States,Oklahoma,2012,7,X,4.30293,X,X,X,X,X,X,175,19,4067
States,Oregon,2012,7,X,1.74752,X,X,X,X,X,X,67,20,3834
States,Pennsylvania,2012,7,X,1.29395,X,X,X,X,X,X,230,56,17775
States,Rhode Island,2012,7,X,0.183542,X,X,X,X,X,X,12,20,6538
States,South Carolina,2012,7,X,0.648544,X,X,X,X,X,X,47,17,7247
States,South Dakota,2012,7,X,3.00468,X,X,X,X,X,X,167,19,5558
States,Tennessee,2012,7,X,1.53065,X,X,X,X,X,X,196,55,12805
States,Texas,2012,7,X,2.95371,X,X,X,X,X,X,1241,70,42015
States,Utah,2012,7,X,3.0526,X,X,X,X,X,X,589,46,19295
States,Vermont,2012,7,X,1.73134,X,X,X,X,X,X,58,11,3350
States,Virginia,2012,7,X,1.6923,X,X,X,X,X,X,1164,91,68782
States,Washington,2012,7,X,1.0736,X,X,X,X,X,X,83,19,7731
States,West Virginia,2012,7,X,0.765156,X,X,X,X,X,X,104,41,13592
States,Wisconsin,2012,7,X,1.12242,X,X,X,X,X,X,43,35,3831
States,Wyoming,2012,7,X,1.08675,X,X,X,X,X,X,56,27,5153
States,Virgin Islands,2012,7,0,0,X,X,X,X,X,X,0,0,0
States,New York City,2012,7,X,2.08228,X,X,X,X,X,X,2052,90,98546
States,Alabama,2012,8,X,6.07355,X,X,X,X,X,X,654,27,10768
States,Alaska,2012,8,X,0.465983,X,X,X,X,X,X,10,7,2146
States,Arizona,2012,8,X,1.92211,X,X,X,X,X,X,344,30,17897
States,Arkansas,2012,8,X,2.59587,X,X,X,X,X,X,132,20,5085
States,California,2012,8,X,4.20562,X,X,X,X,X,X,1300,125,30911
States,Colorado,2012,8,X,1.36395,X,X,X,X,X,X,316,11,23168
States,Connecticut,2012,8,X,0.59761,X,X,X,X,X,X,21,12,3514
States,Delaware,2012,8,X,0.106129,X,X,X,X,X,X,4,11,3769
States,District of Columbia,2012,8,X,4.34116,X,X,X,X,X,X,85,2,1958
States,Florida,2012,8,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2012,8,X,1.17643,X,X,X,X,X,X,379,53,32216
States,Hawaii,2012,8,X,1.06421,X,X,X,X,X,X,119,22,11182
States,Idaho,2012,8,X,2.32095,X,X,X,X,X,X,105,9,4524
States,Illinois,2012,8,X,3.36853,X,X,X,X,X,X,1557,87,46222
States,Indiana,2012,8,X,1.87577,X,X,X,X,X,X,183,39,9756
States,Iowa,2012,8,X,0.822707,X,X,X,X,X,X,40,10,4862
States,Kansas,2012,8,X,3.12771,X,X,X,X,X,X,289,41,9240
States,Kentucky,2012,8,X,0.746407,X,X,X,X,X,X,161,17,21570
States,Louisiana,2012,8,X,2.51418,X,X,X,X,X,X,430,23,17103
States,Maine,2012,8,X,0.540641,X,X,X,X,X,X,29,30,5364
States,Maryland,2012,8,X,1.88416,X,X,X,X,X,X,162,16,8598
States,Massachusetts,2012,8,X,1.33153,X,X,X,X,X,X,305,48,22906
States,Michigan,2012,8,X,0.942744,X,X,X,X,X,X,150,52,15911
States,Minnesota,2012,8,X,1.825,X,X,X,X,X,X,73,13,4000
States,Mississippi,2012,8,X,3.83416,X,X,X,X,X,X,578,42,15075
States,Missouri,2012,8,X,4.11684,X,X,X,X,X,X,358,30,8696
States,Montana,2012,8,X,0.741084,X,X,X,X,X,X,16,7,2159
States,Nebraska,2012,8,X,3.03721,X,X,X,X,X,X,120,17,3951
States,Nevada,2012,8,X,1.54657,X,X,X,X,X,X,273,35,17652
States,New Hampshire,2012,8,X,0.331744,X,X,X,X,X,X,16,30,4823
States,New Jersey,2012,8,X,0.838095,X,X,X,X,X,X,44,19,5250
States,New Mexico,2012,8,X,2.95269,X,X,X,X,X,X,249,25,8433
States,New York,2012,8,X,0.988678,X,X,X,X,X,X,124,102,12542
States,North Carolina,2012,8,X,1.70918,X,X,X,X,X,X,390,69,22818
States,North Dakota,2012,8,X,1.09466,X,X,X,X,X,X,17,9,1553
